  0.500000   0.000000   0.002479    4.000000,  0.000000
  0.499990   0.004959   0.001240    4.000000,  0.000000
  0.499689   0.007014   0.000519    4.000000,  0.000000
  0.499340   0.008592   0.000404    4.000000,  0.000000
  0.498966   0.009922   0.000345    4.000000,  0.000000
  0.498576   0.011094   0.000309    4.000000,  0.000000
  0.498175   0.012154   0.000283    4.000000,  0.000000
  0.497765   0.013129   0.000264    4.000000,  0.000000
  0.497348   0.014036   0.000250    4.000000,  0.000000
  0.496925   0.014888   0.000238    4.000000,  0.000000
  0.496498   0.015693   0.000228    4.000000,  0.000000
  0.496067   0.016459   0.000220    4.000000,  0.000000
  0.495632   0.017191   0.000213    4.000000,  0.000000
  0.495194   0.017893   0.000207    4.000000,  0.000000
  0.494753   0.018568   0.000202    4.000000,  0.000000
  0.494309   0.019220   0.000197    4.000000,  0.000000
  0.493864   0.019850   0.000193    4.000000,  0.000000
  0.493416   0.020460   0.000189    4.000000,  0.000000
  0.492966   0.021052   0.000186    4.000000,  0.000000
  0.492515   0.021628   0.000183    4.000000,  0.000000
  0.492062   0.022189   0.000180    4.000000,  0.000000
  0.491608   0.022736   0.000178    4.000000,  0.000000
  0.491152   0.023269   0.000175    4.000000,  0.000000
  0.490695   0.023791   0.000173    4.000000,  0.000000
  0.490236   0.024301   0.000171    4.000000,  0.000000
  0.489777   0.024800   0.000170    4.000000,  0.000000
  0.489316   0.025289   0.000168    4.000000,  0.000000
  0.488855   0.025769   0.000166    4.000000,  0.000000
  0.488392   0.026240   0.000165    4.000000,  0.000000
  0.487929   0.026702   0.000164    4.000000,  0.000000
  0.487464   0.027156   0.000162    4.000000,  0.000000
  0.486999   0.027602   0.000161    4.000000,  0.000000
  0.486533   0.028041   0.000160    4.000000,  0.000000
  0.486067   0.028473   0.000159    4.000000,  0.000000
  0.485599   0.028898   0.000158    4.000000,  0.000000
  0.485131   0.029317   0.000157    4.000000,  0.000000
  0.484662   0.029729   0.000156    4.000000,  0.000000
  0.484192   0.030136   0.000155    4.000000,  0.000000
  0.483722   0.030537   0.000154    4.000000,  0.000000
  0.483252   0.030933   0.000154    4.000000,  0.000000
  0.482780   0.031323   0.000153    4.000000,  0.000000
  0.482308   0.031708   0.000152    4.000000,  0.000000
  0.481836   0.032088   0.000152    4.000000,  0.000000
  0.481363   0.032464   0.000151    4.000000,  0.000000
  0.480889   0.032835   0.000150    4.000000,  0.000000
  0.480416   0.033201   0.000150    4.000000,  0.000000
  0.479941   0.033563   0.000149    4.000000,  0.000000
  0.479466   0.033921   0.000149    4.000000,  0.000000
  0.478991   0.034275   0.000148    4.000000,  0.000000
  0.478515   0.034625   0.000148    4.000000,  0.000000
  0.478039   0.034972   0.000147    4.000000,  0.000000
  0.477562   0.035314   0.000147    4.000000,  0.000000
  0.477085   0.035653   0.000146    4.000000,  0.000000
  0.476608   0.035989   0.000146    4.000000,  0.000000
  0.476130   0.036321   0.000145    4.000000,  0.000000
  0.475652   0.036650   0.000145    4.000000,  0.000000
  0.475173   0.036976   0.000145    4.000000,  0.000000
  0.474694   0.037298   0.000144    4.000000,  0.000000
  0.474215   0.037618   0.000144    4.000000,  0.000000
  0.473735   0.037934   0.000144    4.000000,  0.000000
  0.473256   0.038248   0.000143    4.000000,  0.000000
  0.472775   0.038558   0.000143    4.000000,  0.000000
  0.472295   0.038866   0.000143    4.000000,  0.000000
  0.471814   0.039172   0.000142    4.000000,  0.000000
  0.471333   0.039474   0.000142    4.000000,  0.000000
  0.470851   0.039774   0.000142    4.000000,  0.000000
  0.470369   0.040071   0.000142    4.000000,  0.000000
  0.469887   0.040366   0.000141    4.000000,  0.000000
  0.469405   0.040659   0.000141    4.000000,  0.000000
  0.468922   0.040949   0.000141    4.000000,  0.000000
  0.468440   0.041237   0.000141    4.000000,  0.000000
  0.467956   0.041522   0.000140    4.000000,  0.000000
  0.467473   0.041805   0.000140    4.000000,  0.000000
  0.466989   0.042086   0.000140    4.000000,  0.000000
  0.466506   0.042365   0.000140    4.000000,  0.000000
  0.466021   0.042642   0.000139    4.000000,  0.000000
  0.465537   0.042916   0.000139    4.000000,  0.000000
  0.465052   0.043189   0.000139    4.000000,  0.000000
  0.464568   0.043460   0.000139    4.000000,  0.000000
  0.464082   0.043728   0.000139    4.000000,  0.000000
  0.463597   0.043995   0.000138    4.000000,  0.000000
  0.463112   0.044259   0.000138    4.000000,  0.000000
  0.462626   0.044522   0.000138    4.000000,  0.000000
  0.462140   0.044783   0.000138    4.000000,  0.000000
  0.461654   0.045042   0.000138    4.000000,  0.000000
  0.461167   0.045300   0.000138    4.000000,  0.000000
  0.460681   0.045555   0.000137    4.000000,  0.000000
  0.460194   0.045809   0.000137    4.000000,  0.000000
  0.459707   0.046062   0.000137    4.000000,  0.000000
  0.459220   0.046312   0.000137    4.000000,  0.000000
  0.458732   0.046561   0.000137    4.000000,  0.000000
  0.458245   0.046808   0.000137    4.000000,  0.000000
  0.457757   0.047054   0.000137    4.000000,  0.000000
  0.457269   0.047298   0.000136    4.000000,  0.000000
  0.456781   0.047540   0.000136    4.000000,  0.000000
  0.456293   0.047781   0.000136    4.000000,  0.000000
  0.455804   0.048021   0.000136    4.000000,  0.000000
  0.455316   0.048259   0.000136    4.000000,  0.000000
  0.454827   0.048495   0.000136    4.000000,  0.000000
  0.454338   0.048730   0.000136    4.000000,  0.000000
  0.453849   0.048964   0.000136    4.000000,  0.000000
  0.453359   0.049196   0.000135    4.000000,  0.000000
  0.452870   0.049427   0.000135    4.000000,  0.000000
  0.452380   0.049656   0.000135    4.000000,  0.000000
  0.451890   0.049884   0.000135    4.000000,  0.000000
  0.451400   0.050111   0.000135    4.000000,  0.000000
  0.450910   0.050336   0.000135    4.000000,  0.000000
  0.450420   0.050560   0.000135    4.000000,  0.000000
  0.449930   0.050783   0.000135    4.000000,  0.000000
  0.449439   0.051004   0.000135    4.000000,  0.000000
  0.448948   0.051224   0.000134    4.000000,  0.000000
  0.448457   0.051443   0.000134    4.000000,  0.000000
  0.447966   0.051661   0.000134    4.000000,  0.000000
  0.447475   0.051877   0.000134    4.000000,  0.000000
  0.446984   0.052093   0.000134    4.000000,  0.000000
  0.446493   0.052307   0.000134    4.000000,  0.000000
  0.446001   0.052520   0.000134    4.000000,  0.000000
  0.445509   0.052732   0.000134    4.000000,  0.000000
  0.445017   0.052942   0.000134    4.000000,  0.000000
  0.444525   0.053152   0.000134    4.000000,  0.000000
  0.444033   0.053360   0.000134    4.000000,  0.000000
  0.443541   0.053567   0.000134    4.000000,  0.000000
  0.443049   0.053773   0.000133    4.000000,  0.000000
  0.442556   0.053978   0.000133    4.000000,  0.000000
  0.442063   0.054182   0.000133    4.000000,  0.000000
  0.441571   0.054385   0.000133    4.000000,  0.000000
  0.441078   0.054587   0.000133    4.000000,  0.000000
  0.440585   0.054787   0.000133    4.000000,  0.000000
  0.440092   0.054987   0.000133    4.000000,  0.000000
  0.439598   0.055186   0.000133    4.000000,  0.000000
  0.439105   0.055384   0.000133    4.000000,  0.000000
  0.438612   0.055580   0.000133    4.000000,  0.000000
  0.438118   0.055776   0.000133    4.000000,  0.000000
  0.437624   0.055970   0.000133    4.000000,  0.000000
  0.437130   0.056164   0.000133    4.000000,  0.000000
  0.436636   0.056357   0.000133    4.000000,  0.000000
  0.436142   0.056549   0.000132    4.000000,  0.000000
  0.435648   0.056739   0.000132    4.000000,  0.000000
  0.435154   0.056929   0.000132    4.000000,  0.000000
  0.434660   0.057118   0.000132    4.000000,  0.000000
  0.434165   0.057306   0.000132    4.000000,  0.000000
  0.433670   0.057493   0.000132    4.000000,  0.000000
  0.433176   0.057679   0.000132    4.000000,  0.000000
  0.432681   0.057865   0.000132    4.000000,  0.000000
  0.432186   0.058049   0.000132    4.000000,  0.000000
  0.431691   0.058232   0.000132    4.000000,  0.000000
  0.431196   0.058415   0.000132    4.000000,  0.000000
  0.430701   0.058597   0.000132    4.000000,  0.000000
  0.430205   0.058778   0.000132    4.000000,  0.000000
  0.429710   0.058958   0.000132    4.000000,  0.000000
  0.429214   0.059137   0.000132    4.000000,  0.000000
  0.428719   0.059315   0.000132    4.000000,  0.000000
  0.428223   0.059492   0.000132    4.000000,  0.000000
  0.427727   0.059669   0.000132    4.000000,  0.000000
  0.427231   0.059845   0.000132    4.000000,  0.000000
  0.426735   0.060020   0.000131    4.000000,  0.000000
  0.426239   0.060194   0.000131    4.000000,  0.000000
  0.425743   0.060367   0.000131    4.000000,  0.000000
  0.425247   0.060540   0.000131    4.000000,  0.000000
  0.424750   0.060712   0.000131    4.000000,  0.000000
  0.424254   0.060883   0.000131    4.000000,  0.000000
  0.423757   0.061053   0.000131    4.000000,  0.000000
  0.423261   0.061222   0.000131    4.000000,  0.000000
  0.422764   0.061391   0.000131    4.000000,  0.000000
  0.422267   0.061559   0.000131    4.000000,  0.000000
  0.421770   0.061726   0.000131    4.000000,  0.000000
  0.421273   0.061892   0.000131    4.000000,  0.000000
  0.420776   0.062058   0.000131    4.000000,  0.000000
  0.420279   0.062223   0.000131    4.000000,  0.000000
  0.419782   0.062387   0.000131    4.000000,  0.000000
  0.419284   0.062550   0.000131    4.000000,  0.000000
  0.418787   0.062713   0.000131    4.000000,  0.000000
  0.418289   0.062875   0.000131    4.000000,  0.000000
  0.417792   0.063036   0.000131    4.000000,  0.000000
  0.417294   0.063197   0.000131    4.000000,  0.000000
  0.416796   0.063356   0.000131    4.000000,  0.000000
  0.416298   0.063516   0.000131    4.000000,  0.000000
