  0.500000   0.000000   0.005598    4.000000,  0.000000
  0.498573   0.011106   0.002799    4.000000, -8.000000
  0.496490   0.015709   0.001263    4.000000, -8.000000
  0.494296   0.019239   0.001039    4.000000,-16.000000
  0.492044   0.022211   0.000932    4.000000,  0.000000
  0.489754   0.024825   0.000869    4.000000,-16.000000
  0.487437   0.027183   0.000827    4.000000,  0.000000
  0.485098   0.029346   0.000796    4.000000,-16.000000
  0.482742   0.031354   0.000774    4.000000,-16.000000
  0.480373   0.033234   0.000756    4.000000,  0.000000
  0.477991   0.035006   0.000742    4.000000,-16.000000
  0.475599   0.036686   0.000731    4.000000,  0.000000
  0.473198   0.038285   0.000721    4.000000, -8.000000
  0.470788   0.039813   0.000713    4.000000, -2.000000
  0.468372   0.041277   0.000706    4.000000, -8.000000
  0.465949   0.042683   0.000700    4.000000, -2.000000
  0.463519   0.044037   0.000695    4.000000,  0.000000
  0.461084   0.045344   0.000691    4.000000, -8.000000
  0.458644   0.046606   0.000687    4.000000,-16.000000
  0.456200   0.047827   0.000683    4.000000,-16.000000
  0.453751   0.049010   0.000680    4.000000,-16.000000
  0.451297   0.050158   0.000677    4.000000,-16.000000
  0.448840   0.051273   0.000675    4.000000,-16.000000
  0.446379   0.052356   0.000672    4.000000,  0.000000
  0.443915   0.053410   0.000670    4.000000, -2.000000
  0.441447   0.054436   0.000668    4.000000,-16.000000
  0.438976   0.055435   0.000666    4.000000, -2.000000
  0.436503   0.056409   0.000665    4.000000,-16.000000
  0.434026   0.057359   0.000663    4.000000, -8.000000
  0.431547   0.058286   0.000662    4.000000,-16.000000
  0.429065   0.059190   0.000660    4.000000,-16.000000
  0.426581   0.060074   0.000659    4.000000,-16.000000
  0.424095   0.060937   0.000658    4.000000, -2.000000
  0.421606   0.061781   0.000657    4.000000, -2.000000
  0.419115   0.062606   0.000656    4.000000, -8.000000
  0.416622   0.063412   0.000655    4.000000,-16.000000
  0.414126   0.064201   0.000654    4.000000, -8.000000
  0.411629   0.064973   0.000653    4.000000,-16.000000
  0.409131   0.065729   0.000653    4.000000, -8.000000
  0.406630   0.066468   0.000652    4.000000, -2.000000
  0.404127   0.067192   0.000651    4.000000, -8.000000
  0.401623   0.067901   0.000651    4.000000, -2.000000
  0.399118   0.068596   0.000650    4.000000,  0.000000
  0.396610   0.069275   0.000649    4.000000,  0.000000
  0.394102   0.069941   0.000649    4.000000, -2.000000
  0.391591   0.070594   0.000648    4.000000, -8.000000
  0.389080   0.071233   0.000648    4.000000, -8.000000
  0.386567   0.071859   0.000647    4.000000,  0.000000
  0.384052   0.072473   0.000647    4.000000, -2.000000
  0.381537   0.073074   0.000647    4.000000,  0.000000
  0.379020   0.073664   0.000646    4.000000,-16.000000
  0.376501   0.074241   0.000646    4.000000, -2.000000
  0.373982   0.074807   0.000646    4.000000, -8.000000
  0.371462   0.075361   0.000645    4.000000,-16.000000
  0.368940   0.075905   0.000645    4.000000,  0.000000
  0.366417   0.076437   0.000645    4.000000, -8.000000
  0.363894   0.076959   0.000644    4.000000, -8.000000
  0.361369   0.077471   0.000644    4.000000,-16.000000
  0.358843   0.077972   0.000644    4.000000, -2.000000
  0.356316   0.078462   0.000643    4.000000,  0.000000
  0.353789   0.078943   0.000643    4.000000, -8.000000
  0.351260   0.079415   0.000643    4.000000,-16.000000
  0.348731   0.079876   0.000643    4.000000,-16.000000
  0.346200   0.080328   0.000643    4.000000, -8.000000
  0.343669   0.080771   0.000642    4.000000, -2.000000
  0.341137   0.081204   0.000642    4.000000, -2.000000
  0.338604   0.081629   0.000642    4.000000,-16.000000
  0.336071   0.082045   0.000642    4.000000,-16.000000
  0.333536   0.082451   0.000642    4.000000, -2.000000
  0.331001   0.082850   0.000642    4.000000,  0.000000
  0.328466   0.083239   0.000641    4.000000, -8.000000
  0.325929   0.083621   0.000641    4.000000,  0.000000
  0.323392   0.083994   0.000641    4.000000, -2.000000
  0.320854   0.084358   0.000641    4.000000,-16.000000
  0.318316   0.084715   0.000641    4.000000,  0.000000
  0.315777   0.085064   0.000641    4.000000, -8.000000
  0.313237   0.085405   0.000641    4.000000, -8.000000
  0.310697   0.085738   0.000640    4.000000,  0.000000
  0.308156   0.086063   0.000640    4.000000, -8.000000
  0.305615   0.086381   0.000640    4.000000,-16.000000
  0.303073   0.086691   0.000640    4.000000,  0.000000
  0.300531   0.086994   0.000640    4.000000, -8.000000
  0.297988   0.087290   0.000640    4.000000, -2.000000
  0.295444   0.087578   0.000640    4.000000,  0.000000
  0.292901   0.087859   0.000640    4.000000, -2.000000
  0.290356   0.088134   0.000640    4.000000,-16.000000
  0.287812   0.088401   0.000640    4.000000,  0.000000
  0.285266   0.088661   0.000640    4.000000, -2.000000
  0.282721   0.088914   0.000640    4.000000, -2.000000
  0.280175   0.089161   0.000639    4.000000, -2.000000
  0.277628   0.089401   0.000639    4.000000, -2.000000
  0.275082   0.089634   0.000639    4.000000,  0.000000
  0.272535   0.089860   0.000639    4.000000,  0.000000
  0.269987   0.090081   0.000639    4.000000,  0.000000
  0.267439   0.090294   0.000639    4.000000, -2.000000
  0.264891   0.090502   0.000639    4.000000,-16.000000
